state,flag,start,end,duration
OFF,0,0.02580000000000382,13.89779999999999,13.871999999999986
ON,1,13.89779999999999,18.0026,4.1048000000000116
OFF,0,18.0026,18.824399999999997,0.8217999999999961
ON,1,18.824399999999997,24.43180000000001,5.607400000000013
OFF,0,24.43180000000001,36.0994,11.667599999999993
