state,flag,start,end,duration
OFF,0,0.02800000000002001,7.693000000000012,7.664999999999992
OFF,0,7.828800000000001,11.798000000000002,3.9692000000000007
ON,1,11.798000000000002,23.77600000000001,11.978000000000009
ON,1,23.841200000000015,25.670800000000014,1.8295999999999992
OFF,0,25.8442,44.055800000000005,18.211600000000004
